Year,RK,Team,GP,STL,STPG,TO,TOPG,PF,ST/TO,ST/PF
2002,13,Maryland,30,252,8.4,413,13.77,536,0.61,0.47
2002,14,Creighton,30,251,8.37,418,13.93,556,0.6,0.45
2002,15,Mississippi State,33,276,8.36,553,16.76,581,0.5,0.48
2002,16,UNC Wilmington,31,258,8.32,371,11.97,547,0.7,0.47
2002,17,Boston College,31,255,8.23,440,14.19,639,0.58,0.4
2002,18,Tulsa,32,260,8.13,410,12.81,533,0.63,0.49
2002,19,Murray State,31,250,8.06,439,14.16,598,0.57,0.42
2002,20,California,30,240,8,398,13.27,576,0.6,0.42
2002,21,Hampton,32,255,7.97,481,15.03,585,0.53,0.44
2002,22,Notre Dame,31,246,7.94,408,13.16,509,0.6,0.48
2002,23,NC State,32,253,7.91,431,13.47,608,0.59,0.42
2002,24,Holy Cross,32,252,7.88,461,14.41,583,0.55,0.43
2002,25,Oklahoma State,31,242,7.81,472,15.23,555,0.51,0.44
2002,26,UConn,30,234,7.8,481,16.03,541,0.49,0.43
2002,27,Kentucky,29,225,7.76,423,14.59,524,0.53,0.43
2002,28,Texas Tech,31,233,7.52,382,12.32,485,0.61,0.48
2002,29,Winthrop,30,224,7.47,440,14.67,588,0.51,0.38
2002,30,Alabama,33,246,7.45,459,13.91,619,0.54,0.4
2002,31,Missouri,32,237,7.41,450,14.06,596,0.53,0.4
2002,32,Southern Illinois,33,244,7.39,460,13.94,677,0.53,0.36
2002,33,Ole Miss,30,220,7.33,457,15.23,594,0.48,0.37
2002,34,Oregon,31,225,7.26,434,14,567,0.52,0.4
2002,35,Pepperdine,30,216,7.2,438,14.6,625,0.49,0.35
2002,36,Illinois,32,227,7.09,468,14.63,643,0.49,0.35
2002,37,Western Kentucky,31,219,7.06,443,14.29,584,0.49,0.38
2002,38,Wyoming,29,203,7,422,14.55,571,0.48,0.36
2002,39,Hawai'i,32,223,6.97,391,12.22,583,0.57,0.38
2002,40,Indiana,31,213,6.87,411,13.26,523,0.52,0.41
2002,41,Central Connecticut,31,212,6.84,460,14.84,500,0.46,0.42
2002,42,Charlotte,29,198,6.83,401,13.83,525,0.49,0.38
2002,43,San Diego State,32,217,6.78,490,15.31,673,0.44,0.32
2002,44,Davidson,30,203,6.77,470,15.67,546,0.43,0.37
2002,45,Pennsylvania,31,207,6.68,408,13.16,540,0.51,0.38
2002,46,Xavier,30,200,6.67,404,13.47,475,0.5,0.42
2002,47,Wake Forest,32,213,6.66,475,14.84,622,0.45,0.34
2002,48,Pittsburgh,32,213,6.66,457,14.28,560,0.47,0.38
2002,49,Arizona,31,199,6.42,447,14.42,563,0.45,0.35
2002,50,Boston University,31,191,6.16,405,13.06,583,0.47,0.33
2002,51,Kent State,32,197,6.16,356,11.13,607,0.55,0.32
2002,52,Utah,29,177,6.1,380,13.1,543,0.47,0.33
2002,53,Texas,31,185,5.97,418,13.48,611,0.44,0.3
2002,54,Ohio State,30,179,5.97,401,13.37,565,0.45,0.32
2002,55,Wisconsin,30,174,5.8,391,13.03,500,0.45,0.35
2002,56,UIC,33,191,5.79,426,12.91,676,0.45,0.28
2002,57,Gonzaga,32,183,5.72,449,14.03,539,0.41,0.34
2002,58,UC Santa Barbara,30,164,5.47,413,13.77,532,0.4,0.31
2002,59,Siena,34,185,5.44,520,15.29,727,0.36,0.25
2002,60,Montana,30,162,5.4,450,15,623,0.36,0.26
2002,61,UCLA,30,161,5.37,456,15.2,506,0.35,0.32
2002,62,Michigan State,30,152,5.07,447,14.9,553,0.34,0.27
2002,63,Stanford,28,140,5,383,13.68,545,0.37,0.26
2002,64,Cincinnati,33,160,4.85,394,11.94,594,0.41,0.27
